ID	DOCULECT	CONCEPT	CONCEPTID	TRANSCRIPTION	SEGMENTS	COGID	GLOSS	nepaleseGloss	pos	headword	semanticDomain
2192	Kagate			ᶫrik‍pu			knowing;experienced	ज्ञानी;जानिकार, जान्‍ने सुन्‍ने	adj	रीःक्‍पु	2.6.4.6
2193	Kagate	WILD CAT	2241	ᶫriguri			wild cat	वन बिरालो	n	रीःगुरी	6.3.1.6
2194	Kagate	AREA	2980	ᶫriŋ‍doŋ			area	क्षेत्रफल	n	रीःङ्‍दोङ	8.2.2
2195	Kagate	LONG	1203	ᶫriŋ‍bu			long	लामो	adj	रीःङ्‍बु	2.1.5
2196	Kagate	LONG	1203	ᶫriŋ‌bu			long, high, tall	लामो, अग्लो	adj	रीःङ्‌बु	5.4.3.4
2197	Kagate			ridzel‍ʈa			result	परिणाम, नतिजा	n	रीजेल्‍टा	
2198	Kagate	WILD ANIMAL	958	ᶫridak			wild animal	वन-जन्तु, जङ्गली जनावर	n	रीःदाक	1.6
2199	Kagate	PRICE	657	ᶫrin			price, cost, rate, market price	भाउ, दाम, मोल	n	रीःन	6.8.4.3
2200	Kagate			ᶫrin‍dzi			Rinji (name of a person)	रीन्जी	n	रीःन्‍जी	9.7.1.1
2201	Kagate			rin‍pʰinii tidze			to have irritated feeling	रन्थनाउनु	v	रीन्‍फीनीइ तीजे	3.4.2.3
2202	Kagate	CLAN	302	ᶫriba			clan, sub-caste, descendant	थर, वंशज	n	रीःबा	4.3.8.1
2203	Kagate			ᶫrim ʈʰim			tradition	रीतिरिवाज	n	रीःम ठीम	4.7.1
2204	Kagate	CAT	1208	ᶫriᶫmiʈi			wild, chimpanzee	जङ्गली, वन मान्छे		रीःमीःटी	4.9.4.4
2205	Kagate	STUPID	1518	ᶫril‍gere			stupid	लठुवा	adv	रीःल्‍गेरे	4.8.3.6.3
2206	Kagate			ril‍dze			to cause to fall	लडाउनु	v	रील्‍जे	6.5.4.1
2207	Kagate			ᶫrildze			to lean down	ढल्कनु	v	रीःल्जे	7.1.6
2208	Kagate	FALL	1280	ᶫril‍dze			to fall down	लड्नु, ढल्नु, असफल हुनु	v	रीःल्‍जे	7.2.1.5.1
2209	Kagate	SKULL	1605	ᶫrisil			skull	खप्पर	n	रीःसील	2.1.6
2210	Kagate			ᶫrihe			forest yam	वन तरूल	n	रीःहे	6.2.1.2
2211	Kagate			ᶫruk‍pu			organisation	सङ्गठन	n	रुःक्‍पु	6.9.1
2212	Kagate			ᶫrup			group	समूह	n	रुःप	4.6.6.3
2213	Kagate			ᶫrup ᶫ‍oŋ‍dze			to be uniformity	एकरूपता हुनु	v	रुःप ‍ओःङ्‍जे	4.2.1
2214	Kagate			ᶫrup ᶫtsidze			to collect	जम्मा गर्नु, जम्मा पार्नु, जम्मा हुनु, बटुल्नु	v	रुःप चीःजे	4.2.6.2
2215	Kagate			ᶫrup‍tse			to be gathered	जम्मा हुनु	v	रुःप्‍चे	4.2.1
2216	Kagate	CROWD	2023	ᶫrube			crowd	जमात	adj	रुःबे	
2217	Kagate			ᶫrul‍dze, ᶫrul‍dze			to decay	कुहिनु, मक्किनु	v	रुःल्‍जे	8.3.7.8
2218	Kagate	OLD	1229	ᶫrul‍duk			worn-out, old	थोत्रा, थोत्रो	n	रुःल्‍दुक	8.4.6.5.4
2219	Kagate			ᶫrul‍me			thoroughly wet	निथ्रुक्क बिझेको	adv	रुःल्‍मे	8.3.3.3.5
2220	Kagate			ᶫrekik			cloth in which a dead person is wrapped for burial	कात्रो	n	रेःकीक	
2221	Kagate	BONE	1394	ᶫrekok			bone	हाड, हड्डी	n	रेःकोक	2.1.6
2222	Kagate			rek‍tsen			lentils	मास	n	रेक्‍चेन	6.2.5.1
2223	Kagate	SIGN	1720	rekʰi			mark	रेखा	n	रेखी	8.3.1.2
2224	Kagate			retse			to rub with the blade of a cutter	रेट्‌नु	v	रेचे	6.2.4.1
2225	Kagate			ᶫretse			to have one's voice dry out;to wait	स्वर सुक्नु;ढुक्नु	v	रेःचे	
2226	Kagate	RADIO	1315	reɖijo			radio	रेडियो	n	रेडीयो	3.5.9
2227	Kagate			ᶫren‍dze			to be time	समय हुनु, बेला हुनु	v	रेःन्‍जे	
2228	Kagate	SOYA BEAN	2028	ᶫren‍dzʲa			soya bean	भटमास	n	रेःन्‍ज्‍या	1.5.3
2229	Kagate	MONEY	1559	ᶫremuk			money	दाम, पैसा	n	रेःमुक	6.8.6
2230	Kagate			ᶫrere			single-single	एक्लै-एक्लै	num	रेःरे	6.8.2.4
2231	Kagate			ᶫrel‍maŋ			excement of a goat	बड्कौँलो	n	रेःल्‍माङ	6.2.8
2232	Kagate	CLOAK	326	ᶫresʲak			cloak	बरकी, पछ्यौरा/पछ्यौरो	n	रेःस्‍याक	5.4.2
2233	Kagate	FRIEND	1325	ᶫro			friend;corpse, carcass	साथी, साथी सङ्गि;लास, मुर्दा	n	रोः	4.8.4
2234	Kagate			ᶫrokʲal			cortege, mourner at a funeral	मलामी	n	रोःक्याल	2.6.6.3
2235	Kagate	HORN (INSTRUMENT)	939	ᶫroga			horn	सिङ	n	रोःगा	
2236	Kagate			ᶫroŋ			lower portion of hill	बेँसी	n	रोःङ	1.2.1.1
2237	Kagate			ᶫroᶫtʰeŋ‍g‍juk			dead body out of the way law	मृत शरीरलाई बाटो देखाउने विधि		रोःथेःङ्‍ग्‍युक	4.9.4.4
2238	Kagate	HELP	1897	ᶫroᶫpedze			to assist, to help	सहयोग गर्नु, सघाउनु, साथी गर्नु	v	रोःपेःजे	3.2.8
2239	Kagate	BEAT	1665	rop‍tse			to beat, to strike	पिट्‌नु, कुट्नु, हिर्काउनु	v	रोप्‍चे	4.8.3.3
2240	Kagate			ᶫrop‍tse			to be smashed	किच्‍चिनु	v	रोःप्‍चे	7.8.1
2241	Kagate			ᶫrom			hard labour tried in the sun, or in the rain	चिसो दग्धी	adj	रोःम	
2242	Kagate			ᶫrom‍g‍juk			landslide	पहिरो	n	रोःम्‍ग्‍युक	1.2.1.1
2243	Kagate	DESTROY	681	rom‍dze			to destroy	भत्काउनु	v	रोम्‍जे	6.6.7.2
2244	Kagate			ᶫrom‍dze			to collapse	भत्किनु	v	रोःम्‍जे	6.1.2.2.6
2245	Kagate			ᶫromsa			place of broken	भत्केको ठाउँ	n	रोःम्सा	4.4.2.4
2246	Kagate			rolar			roller	रोलर	n	रोलार	6.5.3.1
2247	Kagate	LINE	1048	ᶫr‍jame			line	लाइन	n	र्‍याःमे	8.4.5.1.1
2248	Kagate			ᶫr‍jame tsʰudze			to be line bound	लाम बद्ध हुनु	v	र्‍याःमे छुजे	8.4.5.1.1
2249	Kagate	HORN (INSTRUMENT)	939	ᶫr‍wa			horn	सिङ	n	र्‍वाः	6.3.1.1
2250	Kagate	SOUL	811	la			soul;rent, wages	आत्मा, सातो;भाडा, ज्याला	n	ला	2.6.6.8
2251	Kagate			ᶫla			highland area	हिमाली भाग, लेक	n	लाः	1.2
2252	Kagate	YAK	2477	ᶫla ᶫpalaŋ			yak	चौँरी	n	लाः पाःलाङ	
2253	Kagate			laitidze			to place	लगाउनु	v	लाइतीजे	2.5.7
2254	Kagate			ᶫlaka			suppose	मानौँ	n	लाःका	9.4.4.6.1
2255	Kagate			lakam			rein	लगाम	n	लाकाम	6.3.1.7
2256	Kagate			ᶫlakara ᶫlana			if must to say	भन्‍नै पर्दा	adv	लाःकारा लाःना	9.4.5.1
2257	Kagate			ᶫlakasuna			while more than	भन्दा खेरी	adv	लाःकासुना	3.5.1.2.6
2258	Kagate	HAND	1277	ᶫlak‍pa			hand	हात	n	लाःक्‍पा	4.2.6.2
2259	Kagate	MONKEY	1350	ᶫlak‍pa kam‍bu			monkey	बाँदर	n	लाःक्‍पा काम्‍बु	
2260	Kagate			ᶫlak‍pa tan‍di			astronomy	ज्योतिष, ज्योतिष शास्त्र	n	लाःक्‍पा तान्‍दी	3.6.6
2261	Kagate	MORE	1992	ᶫlak‍pu			more	बढि	adj	लाःक्‍पु	
2262	Kagate			ᶫlakʰ‍ti			hand cash	हाताहाती, नगद	adj	लाःख्‍ती	6.8.6
2263	Kagate			ᶫlagor			grinding-stone	जाँतो	n	लाःगोर	6.2.6.2
2264	Kagate			ᶫlagor ᶫbu			type of insect	जाँते कीरा	n	लाःगोर बु	
2265	Kagate	SOUL	811	lagjam			soul	आत्मा	n	लाग्याम	4.9.2
2266	Kagate			lag‍jam tsʰag‍jam			consciousness (presence of mind)	सातोपुत्लो	adv	लाग्‍याम छाग्‍याम	
2267	Kagate			laŋ			mine;ox	खानी;गोरु	n	लाङ	6.6.2.5
2268	Kagate			laŋ ᶫbu			type of insect	गोरु कीरा	n	लाङ बु	1.6.1.7
2269	Kagate			laŋa			pot for heating milk	कुँडे	n	लाङा	
2270	Kagate	BEGGAR	1934	laŋ‍gere			beggar	मगन्ते	adv	लाङ्‍गेरे	6.5.3.1
2271	Kagate			ᶫleŋ‍g‍jur			handle of grinding-stone	हतासो	n	लाःङ्‍ग्‍युर	6.2.6.2
2272	Kagate			laŋ‍dze			to wake;to demand	उठाउनु;माग्नु	v	लाङ्‍जे	5.4.3.4
2273	Kagate	STAND	1442	ᶫlaŋ‍dze			to stand	उभिनु, उठ्नु	v	लाःङ्‍जे	8.3.1.4.2
2274	Kagate	CALF	1989	laŋ‍ɖuk			calf	बहार, बाछो	n	लाङ्‍डुक	6.3.1.1
2275	Kagate	STEAM	1193	laŋ‍ba			steam	बाफ	n	लाङ्‍बा	1.1.3.2
2276	Kagate	ELEPHANT	1290	laŋ‍butsʰe			elephant	हात्ती	n	लाङ्‍बुछे	
2277	Kagate			ᶫlatsadze			to do mind cheating	मन चोर्नु	v	लाःचाजे	3.5.1.3
2278	Kagate	SAY	1458	ᶫlatse			to say, to tell, to speak	भन्‍नु, बोल्नु	v	लाःचे	3.5.1.2.6
2279	Kagate			ᶫladzʲa			gum	लाहा, गम	n	लाःज्‍या	7.5.2.2
2280	Kagate	SIGN	1720	ᶫladap			signal, sign	इसारा	n	लाःदाप	2.5.4.3
2281	Kagate			ᶫladal			jute sacks	बाङ्रे, जुटको बोरा	n	लाःदाल	
2282	Kagate	IF	1459	ᶫlana			if, as for	भने	conn	लाःना	9.4.4
2283	Kagate	SAY	1458	ᶫlap‍tse			to say, to tell	भन्‍नु	v	लाःप्‍चे	7.3.1.4
2284	Kagate	LEAF	628	ᶫlap‍ti			leaf	पात	n	लाःप्‍ती	6.2.8
2285	Kagate			ᶫlap‍naŋ			more than	भन्दा पनि	conn	लाःप्‍नाङ	8.3.7.2
2286	Kagate			ᶫlap‍sʲur			out portion of wood inside the bark of tree	बाकल	n	लाःप्‍स्‍युर	1.3.1.3
2287	Kagate	SERVANT	255	labu			servant	बतुवा, नोकर	n	लाबु	6.6
2288	Kagate	RADISH	2365	ᶫlabu			radish	मुला	n	लाःबु	6.2.5.1
2289	Kagate	FROM	693	ᶫlam			from, way, road, road	बाट, बाटो	n	लाःम	7.2.4.1.1
2290	Kagate			ᶫlam ᶫkʲap‍tse			to walk away	बाटो लाग्नु	v	लाःम क्‍याःप्‍चे	7.3.6.2
2291	Kagate			ᶫlam taŋ‍dze			to make a way, say farewell	बाटो लगाउनु, बिदाइ गर्नु	v	लाःम ताङ्‍जे	3.5.1.4.4
2292	Kagate			lama			Buddhist priest or monk, chief priest, word denoting honour (among Sherpas, Syuba, Hyolmo,Lowa, Lhomi, Tamangs etc)	गुरू (लामा), लामा	n	लामा	4.9.5.1
2293	Kagate			lam‍dze			to fry	भुट्नु	v	लाम्‍जे	5.2.1.1
2294	Kagate			ᶫlam‍dzʲaŋ			travel expense	खर्च, बाटो खर्च, खर्चबर्च	n	लाःम्‍ज्‍याङ	6.8.6
2295	Kagate			ᶫlam‍ɖon			traveler	यात्री, बटुवा	n	लाःम्‍डोन	7.3
2296	Kagate	NUMBER	1356	ᶫlam‍bar			number	नम्बर	n	लाःम्‍बार	4.6.2
2297	Kagate	FROM	693	ᶫlam‍le			from, from way	बाट, बाटोबाट	prt	लाःम्‍ले	9.6.2.1
2298	Kagate			ᶫlam‍sa			along the road, roadside	बाटोको छेउ छाउ	n	लाःम्‍सा	6.8.4.8
2299	Kagate	SIN	2971	ᶫlajo			sin, sinful;crime	पाप, पापी;अपराध	n	लाःयो	4.7.3
2300	Kagate	IMMEDIATELY	1963	lara			immediately	बित्तिकै		-लारा	
2301	Kagate			ᶫlaluŋ tsadze			to do a duet love song (singing in questioning and answering chorus)	जुहारी खेल्नु	v	लाःलुङ चाजे	3.5.1.1.2
2302	Kagate	SOMEONE	2422	ᶫlalei			someone	कसै	pro	लाःलेइ	
2303	Kagate			ᶫlaso-ᶫlaso			ok ok	हवस्-हवस्	interj	लाःसो-लाःसो	
2304	Kagate	THIGH	800	lasʲa			thigh	तिघ्रा, फिला	n	लास्‍या	6.3.1.1
2305	Kagate	WATER LEECH	949	li			water leech	पानी जुका	n	ली	
2306	Kagate			ᶫli			species of grass that grown nearby rivers, Saccharum spontaneum, used as a thatching material and for making ropes, mats etc.	काँस	n	लीः	1.2.2.3
2307	Kagate	PENIS	1222	lik‍pa			penis	लिङ्ग (पुरुष)	n	लीक्‍पा	2.2
2308	Kagate			ᶫlik‍ᶫlik			flabbiness, shaking of loose flabby flesh	थलथल	adj	लीःक्‍लीःक	8.3.1.4
2309	Kagate			ᶫlitse			to left over	बाँकी रहनु	v	लीःचे	8.4.6.1.2
2310	Kagate			lidzʲaŋ			Lijyang (name of a person)	लीज्याङ	n	लीज्‍याङ	9.7.1.1
2311	Kagate			lim‍bu			Limbu (caste)	लिम्बु	n	लीम्‍बु	9.7.2.2
2312	Kagate	SONG	1096	lu			song;type of god	गीत;नाँग	n	लु	2.6.6.3
2313	Kagate			lu leŋ‍dze			to sing a song	गीत गाउनु	v	लु लेङ्‍जे	4.2.6
2314	Kagate			ᶫluk‍pu			Gurung (caste)	गुरूङ	n	लुःक्‍पु	4.1.9.9
2315	Kagate			ᶫluk‍so			culture	संस्कृति	n	लुःक्‍सो	4.3.9
2316	Kagate	SHEEP	1331	ᶫlug			sheep	भेडा	n	लुःग	5.2.3.2
2317	Kagate			lugu			dirt contained in the bowels, excrement remained in the belly, dung of an elephant or horse	लादी	n	लुगु	
2318	Kagate			lugere			singer;	गायक;गायककार	n	लुगेरे	4.2.3.3
2319	Kagate			lugerma			female singer	गायिका	n	लुगेर्मा	4.2.3.3
2320	Kagate			luŋ			cold current of air	स्याँठ, चिस्यान	adj	लुङ	
2321	Kagate			luŋ			word comes with a verb to express its process / verb's action	-आई (खुवाई/गराई)		-लुङ	
2322	Kagate			ᶫluŋ			garland;line;row;hope	माला;लहर;हरफ;आशा	n	लुःङ	3.5.1.4.3
2323	Kagate			luŋ‍dzahãdz			aeroplane	हवाइजहाज	n	लुङ्‍जाहाँज	6.7.9
2324	Kagate			luŋ‍dor			air characters	वायु वर्ण	n	लुङ्‍दोर	4.9.2
2325	Kagate	RIVER	666	ᶫluŋ‍ba, ᶫluŋ‍ba			river	खोला	n	लुःङ्‍बा	1.3.1.3
2326	Kagate			ᶫluŋ‍bu			windstorm	तुफान	adj	लुःङ्‍बु	1.1.3.1
2327	Kagate	STREAM	947	ᶫluŋ‍sʲor			stream, ravine	खोल्सा	n	लुःङ्‍स्‍योर	1.1.3.7
2328	Kagate	WIND	960	ludzup			whirled, wind	हुरी	n	लुजुप	1.2.2.1
2329	Kagate			ludze			to put in	हाल्नु	v	लुजे	8.3.7.8.3
2330	Kagate	WEAK	1601	ᶫlutuk‍pa			weak	कमजोर	adj	लुःतुक्‍पा	2.6.2
2331	Kagate			ᶫlun‍ɖi			jackal	स्याल	n	लुःन्‍डी	6.3.1.6
2332	Kagate	ALCOHOL (FERMENTED DRINK)	404	lum			fermented drink	सेजो	n	लुम	
2333	Kagate			lurka			hanging piece beneath the ear of goat	लुर्का	n	लुर्का	6.3.6.1
2334	Kagate			luᶫleŋ‍gere			singer	गायक	n	लुलेःङ्‍गेरे	4.2.3.3
2335	Kagate	FROM	693	le			from	बाट	prt	ले	8.5.2.6
2336	Kagate	SHOE	1381	lekʰam			shoes	जुत्ता	n	लेखाम	5.3.2
2337	Kagate	WORK (LABOUR)	984	ᶫlega			work	काम	n	लेःगा	6.6.6
2338	Kagate			ᶫlega ᶫmejoŋen‍di			useless	बिकामे		लेःगा मेःयोङेन्‍दी	8.3.7.1
2339	Kagate			ᶫlego			Lego (name of a place)	लेगो (ठाउँ)	n	लेःगो	3.5.3
2340	Kagate			ᶫlegor			zodiac	वर्ग	n	लेःगोर	8.4.1.6
2341	Kagate			leŋ			than;from	भन्दा;बाट पनि		-लेङ	9.6.1.1
2342	Kagate	NEWS	2964	ᶫleŋ‍go			news, message, notice, invitation	समाचार, खबर, सन्देश, निम्तो, सूचना	n	लेःङ्‍गो	3.2.3
2343	Kagate			leŋ‍gok			half-dumb	अधाबेस्रो, लठेप्रो	adj	लेङ्‍गोक	2.5.4.4
2344	Kagate	SING	1261	leŋ‍dze			to sing	गाउनु	v	लेङ्‍जे	4.2.8
2345	Kagate	TAKE	1749	ᶫleŋ‍dze			to take;to sing, to chant	लिनु;गाउनु	v	लेःङ्‍जे	5.2.2
2346	Kagate	TAKE	1749	ᶫleŋ‍do			take	लिनु		लेःङ्‍दो	
2347	Kagate	ARRIVE	1387	letse			to reach, to arrive	पुग्नु	v	लेचे	7.2.3
2348	Kagate	RAG	332	ᶫleden			rag, ragged pieces of cloth	थाङ्ना	n	लेःदेन	2.6.3
2349	Kagate	ANSWER	1275	ᶫlen			answer, translation	उत्तर, उल्था	n	लेःन	3.6.8
2350	Kagate			ᶫlen siu			exercise book	उत्तर पुस्तिका		लेःन सीउ	3.6.8
2351	Kagate	TAKE	1749	ᶫlen‍dze			to take	लिनु	v	लेःन्‍जे	5.2.2.4
